month,nums_category_img,count,total,proportion
12,11,62,3429,0.018081073199183437
12,12,154,3429,0.04491105278506853
12,13,118,3429,0.034412365121026536
12,14,119,3429,0.0347039953339166
12,15,67,3429,0.019539224263633713
12,16,147,3429,0.04286964129483815
12,17,284,3429,0.08282298046077574
12,18,295,3429,0.08603091280256635
12,19,203,3429,0.05920093321668125
12,20,2,3429,0.0005832604257801109
12,21,2,3429,0.0005832604257801109
12,22,3,3429,0.0008748906386701663
12,24,1,3429,0.00029163021289005544
12,25,1,3429,0.00029163021289005544
12,26,4,3429,0.0011665208515602217
12,27,5,3429,0.0014581510644502771
12,29,3,3429,0.0008748906386701663
12,31,1,3429,0.00029163021289005544
12,32,10,3429,0.0029163021289005542
12,34,6,3429,0.0017497812773403325
12,35,6,3429,0.0017497812773403325
12,36,1,3429,0.00029163021289005544
12,37,5,3429,0.0014581510644502771
12,38,2,3429,0.0005832604257801109
12,40,2,3429,0.0005832604257801109
12,43,3,3429,0.0008748906386701663
12,44,3,3429,0.0008748906386701663
12,45,1,3429,0.00029163021289005544
12,46,1,3429,0.00029163021289005544
12,49,1,3429,0.00029163021289005544
12,50,2,3429,0.0005832604257801109
12,52,3,3429,0.0008748906386701663
12,55,3,3429,0.0008748906386701663
12,56,3,3429,0.0008748906386701663
12,57,1,3429,0.00029163021289005544
12,59,1,3429,0.00029163021289005544
12,60,1,3429,0.00029163021289005544
12,61,1,3429,0.00029163021289005544
12,63,3,3429,0.0008748906386701663
12,67,1,3429,0.00029163021289005544
12,69,1,3429,0.00029163021289005544
12,70,2,3429,0.0005832604257801109
12,71,2,3429,0.0005832604257801109
12,72,3,3429,0.0008748906386701663
12,73,1,3429,0.00029163021289005544
12,74,4,3429,0.0011665208515602217
12,76,1,3429,0.00029163021289005544
12,78,5,3429,0.0014581510644502771
12,79,3,3429,0.0008748906386701663
12,81,29,3429,0.008457276173811607
12,83,1,3429,0.00029163021289005544
12,89,4,3429,0.0011665208515602217
12,90,1,3429,0.00029163021289005544
12,91,4,3429,0.0011665208515602217
12,94,1,3429,0.00029163021289005544
12,96,1,3429,0.00029163021289005544
12,97,1,3429,0.00029163021289005544
12,98,2,3429,0.0005832604257801109
12,99,1,3429,0.00029163021289005544
