poster_id,post_id,nums_category_img,post_date,post_like,post_collect
5bd97a789333970001407645,657da21b0000000007009a23,9,2023-12-16,667,348
57df3ffc50c4b44f636c3a3a,65a8a3fb000000002802c57f,2,2024-01-18,295,67
56e4273e1c07df0bc302b5c4,64e55fa9000000000b02b19a,8,2023-08-23,10,10
5c17274b0000000005004762,655c4581000000001701c891,11,2023-11-21,10,10
6213b096000000001000db1a,65ade240000000002c015537,0,01-22,253,70
55ba37e567bc652d2acdc72d,651ec7be000000001e03142e,8,2023-10-05,10,8
592c72be50c4b47b345a70f0,662f9e90000000001e03a2a7,1,04-29,526,139
592c72be50c4b47b345a70f0,662f9e90000000001e03a2a7,1,04-29,526,139
61f2192900000000100070b8,662720a80000000001007787,7,04-30,83,13
5eb026ae0000000001007623,664aaad500000000150130c4,10,05-20,316,139
5aaf9c5211be107b40e33891,66446086000000001e02d8d9,3,05-22,689,373
5a5e0afb11be1017b83be966,659001990000000011030b3f,17,2023-12-30,1000,10
5f0e7aeb000000000101d59e,65f3b020000000001302694d,4,03-15,879,405
5cee62e9000000001601aec8,664c99950000000015012661,13,05-22,2709,186
5cee62e9000000001601aec8,664c99950000000015012661,13,05-22,2709,186
5d975024000000000100966b,655082720000000032009a3a,14,2023-11-12,108,37
5657fe6082ec392034a6fafa,66137332000000001a0127fb,18,04-16,255,85
54c7a018b4c4d6163d68920a,6528b06e000000001e02f893,8,2023-10-13,286,136
5a8ab60a11be10413f558601,65dab19f00000000070251c3,17,2024-02-25,320,26
5a38d001e8ac2b03a8b0ede8,65a38762000000001200b7eb,17,01-14,1405,45
5870687f50c4b44ba361428b,6540d57f000000001e02c42f,18,2023-10-31,273,136
5eca3c6e000000000100153f,6596d4e30000000013036526,17,01-04,149,16
5df0e2f60000000001008fb6,6655ba78000000000c01a0e5,0,05-28,201,58
5bc7fce62d9b750001ac98e0,658b79b4000000001a029be9,12,2023-12-27,238,45
5bc7fce62d9b750001ac98e0,658b79b4000000001a029be9,12,2023-12-27,238,45
5979953e6a6a69531719d4eb,658f96da000000000f031fe6,8,2023-12-30,54,19
57df3ffc50c4b44f636c3a3a,663d9c49000000001e023d5f,2,2024-05-10,359,99
57df3ffc50c4b44f636c3a3a,663d9c49000000001e023d5f,2,2024-05-10,359,99
5e60e721000000000100771f,6534c269000000001f037836,19,2023-10-22,42,17
57df3ffc50c4b44f636c3a3a,64f94c4e000000001f0371fd,2,2023-09-07,666,304
592c72be50c4b47b345a70f0,660968b3000000001a00cbbd,1,03-31,114,21
592c72be50c4b47b345a70f0,660968b3000000001a00cbbd,1,03-31,114,21
5f0e7aeb000000000101d59e,64e607a9000000000103fdf0,19,2023-08-23,567,372
6213b096000000001000db1a,665e863e000000000e030c39,17,06-04,422,119
5870687f50c4b44ba361428b,65c0648b0000000008022ec1,15,02-05,534,240
61eff0ac0000000010007090,65fbe8a00000000012033959,4,03-21,423,98
61eff0ac0000000010007090,65fbe8a00000000012033959,4,03-21,423,98
5bc7fce62d9b750001ac98e0,64a5064c0000000023035ff6,12,2023-07-05,204,22
592c72be50c4b47b345a70f0,663633b3000000001e038a40,1,05-04,256,68
592c72be50c4b47b345a70f0,663633b3000000001e038a40,1,05-04,256,68
598f16d96a6a697233cf55b5,663835e4000000001e019bfd,7,05-14,248,89
598f16d96a6a697233cf55b5,663835e4000000001e019bfd,7,05-14,248,89
5657fe6082ec392034a6fafa,65389a74000000001e023d7d,18,2023-10-25,49,21
5e1979350000000001000304,65d17d8b0000000007027287,4,02-18,832,92
5979953e6a6a69531719d4eb,65f40a8100000000120355ba,16,03-15,10,10
5979953e6a6a69531719d4eb,65f40a8100000000120355ba,16,03-15,188,58
617fb2900000000010007cda,656fe4b5000000000602ba90,8,2023-12-06,148,17
592c72be50c4b47b345a70f0,6569c560000000003c010c01,1,2023-12-01,378,141
592c72be50c4b47b345a70f0,6569c560000000003c010c01,1,2023-12-01,10,10
55ba37e567bc652d2acdc72d,64ab8505000000002b03f5ee,3,2023-07-10,10,10
5cc2058b0000000011004f19,66454a22000000001e033878,13,05-16,385,62
5cc2058b0000000011004f19,66454a22000000001e033878,13,05-16,385,62
5cc2058b0000000011004f19,66454a22000000001e033878,13,05-16,385,62
5cc2058b0000000011004f19,66454a22000000001e033878,13,05-16,384,62
5d440885000000001003fb73,66121f83000000001b013bc9,15,04-07,614,260
5d440885000000001003fb73,66121f83000000001b013bc9,15,2024-04-07,614,260
5daf230d0000000001009946,64e19528000000001003365d,10,2023-08-20,10,10
5df0e2f60000000001008fb6,664c7948000000001303f0df,13,05-21,536,141
5a5e0afb11be1017b83be966,64c9e9a5000000000103c335,7,2023-08-02,81,18
59b09e6cb1da1465bbe59b4e,665827130000000005007004,0,05-30,1537,440
5d10edaa000000001101e718,65a28275000000001101816b,8,01-14,152,27
5d975024000000000100966b,65fe73a3000000000d00d772,18,2024-03-23,63,14
5f4c99eb0000000001005b17,6658461d000000001401910d,0,2024-05-30,920,384
5f4c99eb0000000001005b17,6658461d000000001401910d,0,2024-05-30,885,365
59b09e6cb1da1465bbe59b4e,66602cc1000000000e031c18,0,06-05,48,12
5f9e1618000000000101ce79,65770ac30000000038031deb,16,2023-12-11,1441,382
5e60f1df000000000100a0b6,65f81ff0000000000d00d08a,4,03-18,808,253
61eff0ac0000000010007090,65e824fb000000000600e2e3,0,03-14,10,10
5c17274b0000000005004762,664bf3cf0000000014018a42,5,05-21,73,34
572ca3265e87e77423f3ff48,6645498e000000001e03a685,15,05-16,156,61
5bd97a789333970001407645,663f286c000000001e0185f2,9,2024-05-11,1000,10
628b212a0000000015015a73,66631496000000000d00fd24,6,06-07,1128,372
6213b096000000001000db1a,65d4358e0000000001029db3,17,02-20,10,10
5c32b1cf000000000603dd87,658e1926000000001000d4b8,18,2023-12-29,53,10
5c32b1cf000000000603dd87,658e1926000000001000d4b8,18,2023-12-29,53,10
5a5e0afb11be1017b83be966,6489f1ba000000002701356c,8,2023-06-15,214,76
5bc7fce62d9b750001ac98e0,6489a53c000000001203f0d6,10,2023-06-14,301,18
592c72be50c4b47b345a70f0,65a914a0000000002b00bd32,1,01-18,1222,354
592c72be50c4b47b345a70f0,65a914a0000000002b00bd32,1,01-18,1222,354
5a38d001e8ac2b03a8b0ede8,662fb945000000001e0208f1,10,04-30,1028,87
55ba37e567bc652d2acdc72d,653def3d000000001f004096,8,2023-10-29,10,8
61f2192900000000100070b8,64f99265000000001f03c023,4,2023-09-16,98,31
5e60f1df000000000100a0b6,66325c5c000000001e03259a,0,05-03,1000,10
5e60f1df000000000100a0b6,66325c5c000000001e03259a,0,05-03,1497,527
56526e4ce4b1cf0da0e3b5e1,651bdd70000000001a017dfc,15,2023-10-03,49,27
5e60e721000000000100771f,65731a3f000000003403d6f4,18,2023-12-08,10,10
5cc2058b0000000011004f19,6606152100000000120210c8,5,03-29,2766,299
5cc2058b0000000011004f19,6606152100000000120210c8,5,03-29,2766,299
592c72be50c4b47b345a70f0,665af8ca00000000050075bb,1,06-01,220,63
592c72be50c4b47b345a70f0,665af8ca00000000050075bb,1,06-01,220,63
5df0e2f60000000001008fb6,66531b20000000000c019944,14,05-26,504,151
617fb2900000000010007cda,657d13900000000009018605,8,2023-12-16,199,17
5d2f50690000000010032db0,6604b49a0000000013027d30,3,03-28,500,184
5d975024000000000100966b,6583fef80000000039033fe8,19,2023-12-21,59,11
61f2192900000000100070b8,64b7a1bd000000001c01baf2,4,2023-07-19,10,10
57b1c7915e87e70b6cb5c5a9,666066a6000000000d00edd2,0,06-05,457,170
5a8ab60a11be10413f558601,6621ee8f0000000001032240,17,2024-04-19,165,10
5a8ab60a11be10413f558601,65349b14000000001d014a66,17,2023-10-22,245,18
5b47ff69e8ac2b0df29963b9,6650089800000000150087e2,10,05-24,2061,474
5657fe6082ec392034a6fafa,656175b6000000001b00e3c3,18,2023-11-25,48,19
5e6c8f820000000001005667,664df2500000000014018f14,0,05-23,12839,3934
5f0e7aeb000000000101d59e,6485c3ec00000000120312b9,16,2023-06-11,1535,897
5d440885000000001003fb73,66473a93000000000c01a2fc,4,05-17,10,10
5d440885000000001003fb73,66473a93000000000c01a2fc,4,2024-05-17,98,27
5eb026ae0000000001007623,665d301f000000000c018f63,9,06-03,2349,847
5bc7fce62d9b750001ac98e0,64cf71b5000000000b02b714,4,2023-08-06,232,24
5d440885000000001003fb73,665ab32d000000000c01a162,15,06-01,273,116
5d440885000000001003fb73,665ab32d000000000c01a162,15,2024-06-01,267,113
5a38d001e8ac2b03a8b0ede8,66459990000000001e01d08e,10,05-16,2052,160
5d440885000000001003fb73,6604d9670000000012035a43,15,2024-03-28,10,10
59f19270e8ac2b54e5dd9446,6569060d00000000340353e3,3,2023-12-01,10,6
6213b096000000001000db1a,65cd817f0000000007004d12,19,02-15,1000,10
57df3ffc50c4b44f636c3a3a,6541cde9000000000403afa9,2,2023-11-01,1063,461
57df3ffc50c4b44f636c3a3a,64d9a7e4000000001700d5a4,12,2023-08-14,407,136
5d975024000000000100966b,662d097c0000000001005760,14,2024-04-27,10,10
5bd97a789333970001407645,64c2383b000000001701aa54,9,2023-07-27,346,120
5bd97a789333970001407645,65f9648b00000000130272b9,9,2024-03-19,197,37
5b40334f6b58b720b3288f94,6544b0dc00000000250145a4,18,2023-11-03,32,15
5d2f50690000000010032db0,662d9486000000001c007ffd,3,04-28,84,22
61f2192900000000100070b8,64832808000000000800ceff,14,2023-06-09,230,76
5f0e7aeb000000000101d59e,662867f7000000000d031b03,19,04-24,10,10
5f0e7aeb000000000101d59e,662867f7000000000d031b03,19,04-24,422,261
60f6ff230000000001015a76,66140117000000001a012926,10,04-08,5777,2052
5d975024000000000100966b,657af0b7000000003403eccc,4,2023-12-14,47,10
5fa8205900000000010094f3,659172b4000000001303415f,0,2023-12-31,10,10
5f4c99eb0000000001005b17,658026cd0000000038026573,0,2023-12-18,1301,725
5e60e721000000000100771f,658467b80000000034035127,5,2023-12-22,29,12
5d10edaa000000001101e718,65ec7abb000000000b00d7aa,6,03-24,91,6
55ba37e567bc652d2acdc72d,652ce91e000000001e02c863,5,2023-10-16,110,27
5e60e721000000000100771f,6499198e0000000027001ef9,6,2023-06-26,122,31
5aeafe47e8ac2b1705f28619,66497f4b0000000015010e95,16,05-19,1000,10
592c72be50c4b47b345a70f0,660022fd000000001203e24f,1,03-24,1020,304
592c72be50c4b47b345a70f0,660022fd000000001203e24f,1,03-24,1020,304
5f9e1618000000000101ce79,6566e8fd0000000034034ba7,13,2023-11-30,4621,1403
5aa3c4b04eacab3f6561dd70,65add61d000000002c03e033,18,01-22,232,76
5f4c99eb0000000001005b17,66068b19000000001a01338b,0,2024-03-29,11770,7845
5a8ab60a11be10413f558601,650972a8000000001f03f497,18,2023-09-19,1836,135
5aba606911be10295ed87da0,65dc66f8000000000b01750d,12,2024-02-26,162,23
61eff0ac0000000010007090,65c1ebc70000000002013804,0,03-04,1151,313
5f0e7aeb000000000101d59e,65f97c2a0000000012033182,19,03-19,2123,1330
5f0e7aeb000000000101d59e,65f97c2a0000000012033182,19,03-19,2123,1330
59f19270e8ac2b54e5dd9446,6512028c000000001f03bf62,9,2023-09-26,17,4
5a412125e8ac2b1cf0ba046b,664ae9cf000000001500b0b1,15,05-20,133,88
5a412125e8ac2b1cf0ba046b,664ae9cf000000001500b0b1,15,05-20,133,88
5a5e0afb11be1017b83be966,6636293a000000001e033cd6,17,05-20,761,132
5a5e0afb11be1017b83be966,6636293a000000001e033cd6,17,05-20,761,132
5a5e0afb11be1017b83be966,6636293a000000001e033cd6,17,05-20,761,132
61bc9352000000001000ec0d,64ba034f000000001201b2ea,0,2023-07-21,23469,12238
5c17274b0000000005004762,6551baca0000000032004df7,11,2023-11-17,70,29
5a5e0afb11be1017b83be966,66504f6400000000160108e5,0,05-24,649,157
5a5e0afb11be1017b83be966,66504f6400000000160108e5,0,05-24,649,157
5a5e0afb11be1017b83be966,66504f6400000000160108e5,0,05-24,649,157
5f9e1618000000000101ce79,652965a5000000001e0329a4,16,2023-10-13,151,70
5870687f50c4b44ba361428b,662893bd000000000401b53c,4,04-24,137,51
5b7d32c3408dd0000133df33,6598f80f000000001000e59b,17,2024-01-06,10,10
5b7d32c3408dd0000133df33,6598f80f000000001000e59b,17,2024-01-06,10,10
592c72be50c4b47b345a70f0,657aeb270000000038025c3d,1,2023-12-14,167,40
592c72be50c4b47b345a70f0,657aeb270000000038025c3d,1,2023-12-14,167,40
5daf230d0000000001009946,6634cf62000000001e01cf55,10,2024-05-06,165,10
5f0e7aeb000000000101d59e,64ec9e8b000000001f0048e4,19,2023-08-28,1199,759
592c72be50c4b47b345a70f0,65d9dd70000000000700414c,1,02-24,650,201
592c72be50c4b47b345a70f0,65d9dd70000000000700414c,1,02-24,650,201
61eff0ac0000000010007090,66504b42000000000f00f3c6,17,05-24,1250,445
61eff0ac0000000010007090,66504b42000000000f00f3c6,17,05-24,1251,445
61eff0ac0000000010007090,65a8dda5000000002803f8d2,10,01-22,813,371
55ba37e567bc652d2acdc72d,64eb8a8c000000000301cc27,3,2023-08-28,10,10
5d10edaa000000001101e718,66026a4600000000140068af,17,03-26,156,23
5c17274b0000000005004762,64afed91000000002f025546,11,2023-07-13,63,38
57df3ffc50c4b44f636c3a3a,663afa67000000001e026688,2,2024-05-08,10,10
57df3ffc50c4b44f636c3a3a,663afa67000000001e026688,2,2024-05-08,310,54
5bc7fce62d9b750001ac98e0,6525faff000000001e00f497,9,2023-10-11,261,14
55ba37e567bc652d2acdc72d,652ac016000000001f03cef7,5,2023-10-15,10,10
5a8ab60a11be10413f558601,64d6fc6b000000001700e7d0,17,2023-08-12,1119,82
5c566fc4000000001b033058,663c97a3000000001e01e323,7,05-09,525,89
5c566fc4000000001b033058,663c97a3000000001e01e323,7,05-09,525,89
61f2192900000000100070b8,661f72170000000001005c02,0,04-17,180,30
5e60e721000000000100771f,65731a3f000000003403d6f4,19,2023-12-08,10,10
5f4c99eb0000000001005b17,6590739d000000001102ff6c,17,2023-12-31,1000,10
59719def50c4b462f79a91b5,6654855c000000000500683f,8,06-01,409,165
592c72be50c4b47b345a70f0,659e8b29000000001101f3b0,1,01-10,389,112
592c72be50c4b47b345a70f0,659e8b29000000001101f3b0,1,01-10,389,112
6213b096000000001000db1a,659394050000000011017532,4,01-02,205,38
617fb2900000000010007cda,65810b89000000000602ad30,8,2023-12-19,598,38
5bd97a789333970001407645,6626475d000000001c0057d2,9,2024-04-22,226,75
5870687f50c4b44ba361428b,650d17050000000020002a9d,18,2023-09-22,10,10
5cb5b2480000000017015acf,65f84444000000001203fb5a,12,03-26,131,22
56e4273e1c07df0bc302b5c4,64d0ca760000000017019ba6,18,2023-08-07,165,58
61eff0ac0000000010007090,65f7f7720000000012034e34,19,04-07,1169,458
61eff0ac0000000010007090,65f7f7720000000012034e34,19,04-07,1170,458
58ad83346a6a6968387219fc,6608edff000000001b010eda,10,03-31,803,259
54c7a018b4c4d6163d68920a,657d113e00000000380316c6,18,2023-12-16,249,93
5f9e1618000000000101ce79,652e1f9b000000001e03e63f,16,2023-10-17,5372,409
5c32b1cf000000000603dd87,656c5ba700000000090186f2,19,2023-12-03,860,183
5c32b1cf000000000603dd87,656c5ba700000000090186f2,19,2023-12-03,860,183
5c32b1cf000000000603dd87,656c5ba700000000090186f2,19,2023-12-03,860,183
5e60f1df000000000100a0b6,65968e07000000001d0315f7,5,01-10,53,14
5e60f1df000000000100a0b6,65968e07000000001d0315f7,5,01-10,53,14
5b40334f6b58b720b3288f94,661d1997000000001c00ac80,18,04-15,83,45
5a5e0afb11be1017b83be966,65366718000000001f03da50,18,2023-10-23,459,119
5cb5b2480000000017015acf,659a7351000000001d02496f,12,01-07,56,31
5f0e7aeb000000000101d59e,65784c4700000000060205d4,19,2023-12-12,183,75
5f0e7aeb000000000101d59e,65784c4700000000060205d4,19,2023-12-12,183,75
6052d72e000000000101f84e,665c7cea00000000050061d7,0,06-06,10,10
5e60e721000000000100771f,661404f8000000001a015bba,14,04-08,123,37
61eff0ac0000000010007090,656c38d300000000090251a0,17,2023-12-06,10,10
5f9e1618000000000101ce79,662dfb6a000000000401be4c,4,2024-04-28,10,10
5d10edaa000000001101e718,66402839000000001e02010e,0,05-13,79,13
54c7a018b4c4d6163d68920a,65a5efe3000000001d0348ba,18,01-26,150,54
61eff0ac0000000010007090,6613aa37000000000401aae9,10,04-11,245,80
61eff0ac0000000010007090,6613aa37000000000401aae9,10,04-11,245,80
5a8ab60a11be10413f558601,65b0f5d4000000002c02896d,8,2024-01-24,248,56
5b40334f6b58b720b3288f94,654c4e7b0000000033008c0e,18,2023-11-09,18,10
5979953e6a6a69531719d4eb,66330346000000001e027466,6,05-02,63,14
5979953e6a6a69531719d4eb,66330346000000001e027466,6,05-02,63,14
5bc7fce62d9b750001ac98e0,6594b217000000001d025df2,4,01-03,128,13
5daf230d0000000001009946,664f13b7000000000f00dbf4,10,2024-05-24,214,14
617fb2900000000010007cda,653b41db000000002201df2a,8,2023-10-27,278,20
5a8ab60a11be10413f558601,660bf134000000001a012734,0,2024-04-02,1130,478
57df3ffc50c4b44f636c3a3a,65261dbc000000002101da4c,2,2023-10-11,774,390
5c32b1cf000000000603dd87,65f9644000000000140054e4,15,03-19,422,114
5c32b1cf000000000603dd87,65f9644000000000140054e4,15,03-19,422,113
5cc2058b0000000011004f19,65c2d727000000002c0363f3,5,02-07,266,37
5b0e48476b58b703cdf51552,6623301f0000000001031fd6,12,04-22,272,134
5aba606911be10295ed87da0,654e0da3000000003203033c,7,2023-11-10,174,125
5a412125e8ac2b1cf0ba046b,6586d639000000000901dc08,4,2023-12-23,10,10
59b09e6cb1da1465bbe59b4e,665b307700000000160117f8,5,06-01,494,145
5d440885000000001003fb73,66347543000000001e01f53c,15,05-03,684,271
5d440885000000001003fb73,66347543000000001e01f53c,15,2024-05-03,680,268
61eff0ac0000000010007090,66052bdb0000000012032f15,0,03-28,355,99
5a5e0afb11be1017b83be966,655b3dc7000000003202675a,9,2023-11-20,376,188
5cc2058b0000000011004f19,658a2f6a000000001d0141c0,13,2023-12-26,1452,105
5358c115b4c4d6053e247563,665ebe38000000000f00e7b6,7,06-04,1209,542
6052d72e000000000101f84e,665c7cea00000000050061d7,0,06-06,10,10
566b06e8b8ce1a3553270156,655eb65f00000000320268ec,4,2023-11-23,33,11
5cc2058b0000000011004f19,65ea60ea000000000400363b,5,03-08,181,13
5cc2058b0000000011004f19,65ea60ea000000000400363b,5,03-08,181,13
61f2192900000000100070b8,65caf8e8000000002c02a2c8,8,02-13,10,10
5f0e7aeb000000000101d59e,665efdb9000000000f00ce09,5,06-04,504,231
5f0e7aeb000000000101d59e,665efdb9000000000f00ce09,5,06-04,504,231
5a7fed7a4eacab2f2e59653a,66418c47000000001e033022,4,05-13,111,7
6213b096000000001000db1a,6594ce070000000015000ec2,17,01-03,231,60
56e4273e1c07df0bc302b5c4,656334920000000033002bb6,8,2023-11-26,1533,525
5a19759611be10761d510365,66696073000000001c029031,19,06-13,52,13
5f0e7aeb000000000101d59e,665f0244000000001500a1b3,19,06-04,315,168
5f0e7aeb000000000101d59e,665f0244000000001500a1b3,19,06-04,315,168
5f4c99eb0000000001005b17,6581568a0000000038016b16,0,2023-12-20,278,127
592c72be50c4b47b345a70f0,6592a789000000001a002f92,1,01-31,2762,673
592c72be50c4b47b345a70f0,6592a789000000001a002f92,1,01-31,2762,673
566d02747c5bb80c23c11f91,665d24cd0000000015010c59,6,06-03,533,123
566d02747c5bb80c23c11f91,665d24cd0000000015010c59,6,06-03,10,10
5f0e7aeb000000000101d59e,656f06f40000000009022bdb,19,2023-12-05,784,365
5f0e7aeb000000000101d59e,656f06f40000000009022bdb,19,2023-12-05,10,10
5daf230d0000000001009946,647c1ab00000000013002153,10,2023-06-05,182,32
5a8ab60a11be10413f558601,657bce8f000000003802f286,19,2023-12-15,395,48
617fb2900000000010007cda,6549aa2c000000002201d761,8,2023-11-07,214,22
55ba37e567bc652d2acdc72d,650c0d29000000001d014f92,3,2023-09-21,10,10
61f2192900000000100070b8,652f8c70000000001c016d99,4,2023-10-18,78,17
592c72be50c4b47b345a70f0,654770bb000000001e00f781,1,2023-11-05,69,15
592c72be50c4b47b345a70f0,654770bb000000001e00f781,1,2023-11-05,69,15
5bc7fce62d9b750001ac98e0,664e96070000000005007e3f,12,05-24,10,10
5bc7fce62d9b750001ac98e0,664e96070000000005007e3f,12,05-24,207,31
5e60f1df000000000100a0b6,657c2f4a000000003801785d,7,2023-12-20,137,44
54c7a018b4c4d6163d68920a,6641988d000000001e03b552,4,05-13,174,71
5bc7fce62d9b750001ac98e0,64994615000000000703a61d,12,2023-06-26,194,29
5b40334f6b58b720b3288f94,6537c484000000002500810f,9,2023-10-24,38,20
5d10edaa000000001101e718,64a275350000000034014c7b,10,2023-07-03,172,25
5a5e0afb11be1017b83be966,6596b50c0000000011030fd2,2,01-04,314,88
5c17274b0000000005004762,66287b3d000000000401809b,11,04-26,637,349
592c72be50c4b47b345a70f0,657456cf000000003802bca2,4,2023-12-09,582,187
592c72be50c4b47b345a70f0,657456cf000000003802bca2,4,2023-12-09,582,187
57df3ffc50c4b44f636c3a3a,64ffe28f000000001e021a61,2,2023-09-12,2992,1797
5c32b1cf000000000603dd87,65fcf8eb000000001400560f,14,03-22,361,100
5c32b1cf000000000603dd87,65fcf8eb000000001400560f,14,03-22,361,100
5c32b1cf000000000603dd87,65fcf8eb000000001400560f,14,03-22,361,100
5aeafe47e8ac2b1705f28619,664828c7000000000f00cd5f,0,05-18,1242,285
5cc2058b0000000011004f19,656aa07f000000003801e5d2,5,2023-12-02,531,57
5f9e1618000000000101ce79,652aaba2000000001f034d6c,10,2023-10-14,1832,1026
5f4c99eb0000000001005b17,665005c50000000005004c65,3,2024-05-26,1000,10
5f4c99eb0000000001005b17,665005c50000000005004c65,3,2024-05-26,2809,830
5d975024000000000100966b,65f3c345000000000d00e4f4,14,2024-03-15,143,45
5847e03f6a6a6974edfc065e,6651583e00000000150111a0,15,05-25,305,104
5aa3c4b04eacab3f6561dd70,64eb353b000000001201cb5e,15,2023-08-27,65,36
5eca3c6e000000000100153f,6541c18a0000000025017bf5,9,2023-11-02,41,16
58ad83346a6a6968387219fc,66194c200000000004019166,10,04-12,1000,10
5f0e7aeb000000000101d59e,65689a9e00000000320301d9,19,2023-11-30,1164,464
5f0e7aeb000000000101d59e,65689a9e00000000320301d9,19,2023-11-30,1164,464
5e60e721000000000100771f,649e4ce2000000002702ab02,9,2023-06-30,167,59
57df3ffc50c4b44f636c3a3a,65091c990000000015009640,2,2023-09-19,10,10
5eb026ae0000000001007623,6649ce12000000001501152e,15,05-19,10,10
6213b096000000001000db1a,65e93a3100000000040001bf,17,03-07,359,97
5b40334f6b58b720b3288f94,661f83d0000000001c00466e,15,04-17,98,35
5358c115b4c4d6053e247563,6659908c000000001500a9ff,7,06-02,28,7
61eff0ac0000000010007090,65deed89000000000b00cc97,8,02-28,1703,517
5bc7fce62d9b750001ac98e0,653f8eef000000001e00e38e,12,2023-11-09,891,175
5d975024000000000100966b,64e6e49e000000001201fab8,4,2023-08-24,229,71
61ea876e0000000010006aa7,66473ece000000001303d517,14,05-17,138,45
55ba37e567bc652d2acdc72d,64c9c489000000001201e1e8,3,2023-08-02,1000,1000
5aba606911be10295ed87da0,65c0aaff000000000c006272,5,2024-02-05,10,10
5b7d32c3408dd0000133df33,659bb2690000000012007f7d,17,2024-01-08,1000,10
5b7d32c3408dd0000133df33,659bb2690000000012007f7d,17,2024-01-08,2372,462
5b7d32c3408dd0000133df33,64ef324f000000001f03e831,17,2023-08-30,10,10
5b7d32c3408dd0000133df33,64ef324f000000001f03e831,17,2023-08-30,225,96
5bc7fce62d9b750001ac98e0,655dc2c2000000001100e9fd,8,2023-11-22,181,28
5bc7fce62d9b750001ac98e0,655dc2c2000000001100e9fd,8,2023-11-22,181,28
5bd97a789333970001407645,663dfa73000000001e02e9f2,9,2024-05-10,359,134
5f0e7aeb000000000101d59e,65df2f90000000000b01418f,19,02-28,990,469
5c17274b0000000005004762,65618d4c000000001701cd82,11,2023-11-25,16,3
592c72be50c4b47b345a70f0,66263d7a0000000004018ba3,1,04-22,1544,601
592c72be50c4b47b345a70f0,656f1175000000003403c974,1,2023-12-05,62,21
592c72be50c4b47b345a70f0,656f1175000000003403c974,1,2023-12-05,62,21
5b40334f6b58b720b3288f94,661d1997000000001c00ac80,4,04-15,83,45
55ba37e567bc652d2acdc72d,6549a6320000000020003274,8,2023-11-08,10,10
61eff0ac0000000010007090,65f160b60000000013027e05,17,03-13,660,202
5d10edaa000000001101e718,662b1a84000000000d0308b4,0,04-26,264,43
57df3ffc50c4b44f636c3a3a,66161054000000001b012360,2,2024-04-10,350,100
57df3ffc50c4b44f636c3a3a,66161054000000001b012360,2,2024-04-10,350,100
5f0e7aeb000000000101d59e,664bc84a000000001500b5a7,16,05-22,773,350
5f0e7aeb000000000101d59e,664bc84a000000001500b5a7,16,05-22,773,350
5f0e7aeb000000000101d59e,6561f2c40000000033008c2f,19,2023-11-26,118,48
59f19270e8ac2b54e5dd9446,64e7446c000000000103e7de,3,2023-08-24,10,3
5c32b1cf000000000603dd87,65dbe337000000000b01a750,12,02-29,59,12
5c32b1cf000000000603dd87,65dbe337000000000b01a750,12,02-29,10,10
617fb2900000000010007cda,6629cc200000000003020362,8,04-25,137,23
5daf230d0000000001009946,64e82f67000000001700d9a4,17,2023-08-25,193,21
5c32b1cf000000000603dd87,659f99ee000000000f031abd,18,01-12,265,88
5c32b1cf000000000603dd87,659f99ee000000000f031abd,18,01-12,265,88
5c32b1cf000000000603dd87,659f99ee000000000f031abd,18,01-12,265,88
57b1c7915e87e70b6cb5c5a9,662f9dca000000001e03931a,5,04-29,251,49
5c566fc4000000001b033058,6614c5da000000001b0119ba,17,04-09,1101,485
5c566fc4000000001b033058,6614c5da000000001b0119ba,17,04-09,1101,485
5d975024000000000100966b,6609738a000000001a00f24e,6,2024-03-31,76,19
5c17274b0000000005004762,6490feea000000002702b870,11,2023-06-20,10,10
5cb5b2480000000017015acf,656f289d000000003a00b923,12,2023-12-05,85,28
5c32b1cf000000000603dd87,65a931f10000000028032583,18,01-18,44,9
5c32b1cf000000000603dd87,65a931f10000000028032583,18,01-18,44,9
58ad83346a6a6968387219fc,658e3ea3000000000f032d5c,18,2023-12-29,707,204
5f0e7aeb000000000101d59e,65dbfc53000000000b01af0c,19,02-26,5732,2841
5e1979350000000001000304,66443cfb000000001e038c57,10,05-15,2293,229
5e1979350000000001000304,66443cfb000000001e038c57,10,05-15,2293,229
59f19270e8ac2b54e5dd9446,6569060d00000000340353e3,3,2023-12-01,10,6
56e4273e1c07df0bc302b5c4,66224fdf000000001c00adb1,8,04-19,374,113
5c6a2350000000001102a014,664dc7420000000016011d64,15,05-22,172,48
54c7a018b4c4d6163d68920a,64eff988000000001f007dc6,3,2023-08-31,188,42
5a38d001e8ac2b03a8b0ede8,65cae8a60000000011002f9f,17,02-13,805,21
5f0e7aeb000000000101d59e,6662f2a9000000001303fb7c,19,06-07,422,271
5f0e7aeb000000000101d59e,6662f2a9000000001303fb7c,19,06-07,423,272
5e60e721000000000100771f,658d57b20000000011016e49,4,2023-12-28,573,201
5847e03f6a6a6974edfc065e,6584f0f0000000000901d0cd,18,2023-12-22,229,65
5e60f1df000000000100a0b6,65e6e923000000000102a58d,0,03-05,847,302
5e60f1df000000000100a0b6,65e6e923000000000102a58d,0,03-05,847,302
566b06e8b8ce1a3553270156,650af381000000001e0285f0,4,2023-09-25,88,29
5d10edaa000000001101e718,66481e44000000001500a72d,4,05-18,1082,220
5aba606911be10295ed87da0,659bcd3c0000000012007419,3,2024-01-08,188,60
