poster_id,post_id,nums_category_img,post_date,post_like,post_collect,count,total,proportion
5a5e0afb11be1017b83be966,64a4172e000000003401493d,6,07-04,483,105,53.0,1905.0,0.0278215223097112
61f2192900000000100070b8,64f04749000000001e03ff4d,15,08-31,138,20,44.0,2513.0,0.017508953442101
5bc7fce62d9b750001ac98e0,6517dbdb000000001f03e3de,12,09-30,145,30,188.0,3023.0,0.0621898776050281
57df3ffc50c4b44f636c3a3a,65a9f5410000000028029c60,2,01-19,246,115,296.0,4745.0,0.062381454162276
5d975024000000000100966b,65aa15fa000000002d02863c,14,01-19,103,39,204.0,4745.0,0.0429926238145416
5d10edaa000000001101e718,661cc3140000000003022fb0,9,04-15,10,10,274.0,3936.0,0.0696138211382113
5bc7fce62d9b750001ac98e0,65ffc358000000000d00feb9,12,03-26,122,10,342.0,8672.0,0.0394372693726937
5bc7fce62d9b750001ac98e0,65ffc358000000000d00feb9,12,03-26,10,10,342.0,8672.0,0.0394372693726937
5f0e7aeb000000000101d59e,6645f78c000000001e02f92b,19,05-16,1000,10,85.0,1487.0,0.0571620712844653
59f19270e8ac2b54e5dd9446,6508c3e0000000001e031b6b,5,09-19,16,7,109.0,3023.0,0.0360568971220641
5c32b1cf000000000603dd87,64b68513000000002b039836,6,07-18,430,94,53.0,1905.0,0.0278215223097112
5a8ab60a11be10413f558601,64b02416000000001c00c09e,19,07-14,10,10,113.0,1905.0,0.0593175853018372
5cee62e9000000001601aec8,6645509f000000001e023a42,0,05-16,15119,1443,71.0,1487.0,0.0477471418964357
5cee62e9000000001601aec8,6645509f000000001e023a42,0,05-16,15119,1443,71.0,1487.0,0.0477471418964357
61eff0ac0000000010007090,66052bdb0000000012032f15,0,03-28,355,99,548.0,8672.0,0.0631918819188191
5979953e6a6a69531719d4eb,660500440000000012032f46,6,03-28,47,15,579.0,8672.0,0.0667666051660516
5979953e6a6a69531719d4eb,660500440000000012032f46,6,03-28,47,15,579.0,8672.0,0.0667666051660516
5f0e7aeb000000000101d59e,65ac85cb000000001100e237,19,01-21,110,69,233.0,4745.0,0.049104320337197
5f0e7aeb000000000101d59e,65ac85cb000000001100e237,19,01-21,10,10,233.0,4745.0,0.049104320337197
55ba37e567bc652d2acdc72d,651068b7000000001f036089,19,09-25,10,6,163.0,3023.0,0.0539199470724445
5b8680a7392b320001414099,66361473000000001e031703,17,05-04,187,54,146.0,1487.0,0.0981842636180228
5b0e48476b58b703cdf51552,6631b4ae000000001e03423f,4,05-01,165,10,103.0,1487.0,0.0692669804976462
5d440885000000001003fb73,6638bf9c000000001e0202fe,3,05-07,324,164,47.0,1487.0,0.0316072629455279
5d440885000000001003fb73,6638bf9c000000001e0202fe,3,05-06,324,163,47.0,1487.0,0.0316072629455279
5979953e6a6a69531719d4eb,6614b50a000000001b00ab41,6,04-09,66,9,248.0,3936.0,0.0630081300813008
5979953e6a6a69531719d4eb,6614b50a000000001b00ab41,6,04-09,66,9,248.0,3936.0,0.0630081300813008
5a38d001e8ac2b03a8b0ede8,665965e8000000000c01a2a5,17,05-31,1377,128,146.0,1487.0,0.0981842636180228
57df3ffc50c4b44f636c3a3a,65d577e2000000000b0197a8,2,02-21,609,278,379.0,5853.0,0.0647531180591149
57df3ffc50c4b44f636c3a3a,65d577e2000000000b0197a8,2,02-21,609,278,379.0,5853.0,0.0647531180591149
55ba37e567bc652d2acdc72d,64c4915300000000120198aa,5,07-29,1000,10,32.0,1905.0,0.0167979002624671
5e60f1df000000000100a0b6,6608d009000000001a0109b3,0,03-31,249,73,548.0,8672.0,0.0631918819188191
5e60f1df000000000100a0b6,6608d009000000001a0109b3,0,03-31,249,73,548.0,8672.0,0.0631918819188191
5bd97a789333970001407645,660a8a11000000001b00f953,9,04-01,143,32,274.0,3936.0,0.0696138211382113
5d10edaa000000001101e718,664ab024000000001303fca1,4,05-20,119,8,103.0,1487.0,0.0692669804976462
56e4273e1c07df0bc302b5c4,64eb0410000000000a018bcb,8,08-27,493,221,155.0,2513.0,0.0616792678074015
6213b096000000001000db1a,65c71366000000002c013fdc,17,02-10,394,101,416.0,5853.0,0.0710746625662053
6213b096000000001000db1a,64806c3600000000110115e2,17,06-07,1408,462,174.0,1662.0,0.1046931407942238
572ca3265e87e77423f3ff48,65ee4c1000000000120214eb,15,03-11,74,30,490.0,8672.0,0.0565036900369003
5f0e7aeb000000000101d59e,665db4d1000000000f00da3e,19,06-03,853,482,89.0,1662.0,0.0535499398315282
5f0e7aeb000000000101d59e,665db4d1000000000f00da3e,19,06-03,10,10,89.0,1662.0,0.0535499398315282
5f9e1618000000000101ce79,6634a9c3000000001e03aaa7,16,05-03,315,147,19.0,1487.0,0.0127774041694687
61f2192900000000100070b8,64d211a0000000000a0191ff,9,08-08,177,52,281.0,2513.0,0.1118185435734182
5f0e7aeb000000000101d59e,6660506f000000000f00c318,3,06-05,457,209,63.0,1662.0,0.0379061371841155
5f0e7aeb000000000101d59e,6660506f000000000f00c318,3,06-05,457,209,63.0,1662.0,0.0379061371841155
595523f682ec391fe9ffbe02,6628ace90000000001006be9,10,04-24,151,13,200.0,3936.0,0.0508130081300813
5c32b1cf000000000603dd87,663c6861000000001e022bba,14,05-09,103,24,56.0,1487.0,0.0376597175521183
5c32b1cf000000000603dd87,663c6861000000001e022bba,14,05-09,103,24,56.0,1487.0,0.0376597175521183
5c32b1cf000000000603dd87,663c6861000000001e022bba,14,05-09,103,24,56.0,1487.0,0.0376597175521183
5c32b1cf000000000603dd87,663c6861000000001e022bba,14,05-09,103,24,56.0,1487.0,0.0376597175521183
5d10edaa000000001101e718,662df6520000000003021216,10,04-28,419,40,200.0,3936.0,0.0508130081300813
5d440885000000001003fb73,6641c2d1000000001e01c2af,3,05-13,456,158,47.0,1487.0,0.0316072629455279
5d440885000000001003fb73,6641c2d1000000001e01c2af,3,05-13,456,158,47.0,1487.0,0.0316072629455279
5b7d32c3408dd0000133df33,64edad4e000000001e0216d9,9,08-29,85,18,281.0,2513.0,0.1118185435734182
5b7d32c3408dd0000133df33,64edad4e000000001e0216d9,9,08-29,85,18,281.0,2513.0,0.1118185435734182
5d10edaa000000001101e718,64bcfc7200000000100304af,17,07-23,265,56,182.0,1905.0,0.0955380577427821
5eca3c6e000000000100153f,65e1830f000000000b00c21f,12,03-01,34,14,342.0,8672.0,0.0394372693726937
5d2f50690000000010032db0,65f38d070000000014004273,3,03-15,149,51,372.0,8672.0,0.0428966789667896
54c7a018b4c4d6163d68920a,64fa8f68000000001e02f6e8,3,09-08,320,148,116.0,3023.0,0.0383724776711875
5daf230d0000000001009946,6499a631000000001303f1fc,10,06-26,3849,107,131.0,1662.0,0.0788206979542719
61f2192900000000100070b8,65e143de000000000b0218ca,6,03-01,92,9,579.0,8672.0,0.0667666051660516
5e60e721000000000100771f,65c57a64000000002c0135d5,6,02-09,1009,429,424.0,5853.0,0.0724414830001708
5870687f50c4b44ba361428b,664eeae5000000001401926b,15,05-23,465,167,37.0,1487.0,0.0248823133826496
5cc2058b0000000011004f19,66148d81000000001a00ce59,13,04-09,170,9,90.0,3936.0,0.0228658536585365
5cc2058b0000000011004f19,66148d81000000001a00ce59,13,04-09,10,9,90.0,3936.0,0.0228658536585365
5d975024000000000100966b,6630ec41000000001e037bf4,14,04-30,448,183,187.0,3936.0,0.047510162601626
5d975024000000000100966b,65caf635000000002c03564f,3,02-13,591,166,194.0,5853.0,0.033145395523663
5f4c99eb0000000001005b17,663366c1000000001e038c80,17,05-02,22761,7712,146.0,1487.0,0.0981842636180228
5f4c99eb0000000001005b17,663366c1000000001e038c80,17,05-02,22716,7687,146.0,1487.0,0.0981842636180228
5a8ab60a11be10413f558601,659fbed9000000001e00901c,17,01-11,103,13,384.0,4745.0,0.0809272918861959
5f9e1618000000000101ce79,6641c433000000001e032eed,13,05-13,927,183,63.0,1487.0,0.0423671822461331
6052d72e000000000101f84e,666a3787000000000e03152b,10,06-13,536,190,131.0,1662.0,0.0788206979542719
5aba606911be10295ed87da0,6598d56000000000120040aa,12,01-06,111,20,167.0,4745.0,0.0351949420442571
5657fe6082ec392034a6fafa,65656cb0000000003802f4b1,18,01-04,136,71,262.0,4745.0,0.0552160168598524
59b09e6cb1da1465bbe59b4e,665d78c80000000014018598,0,06-03,10,10,74.0,1662.0,0.0445246690734055
5bc7fce62d9b750001ac98e0,661dcdfc000000001a014b8a,8,04-24,160,16,120.0,3936.0,0.0304878048780487
61f2192900000000100070b8,659cb432000000001e00a6d1,7,01-09,448,101,174.0,4745.0,0.0366701791359325
5847e03f6a6a6974edfc065e,65d08b40000000000b020866,15,02-17,447,173,313.0,5853.0,0.0534768494788997
61f2192900000000100070b8,64db3bc3000000000800c7eb,4,08-15,126,32,92.0,2513.0,0.0366096299243931
5d975024000000000100966b,648c33f3000000001301552f,4,06-16,61,21,114.0,1662.0,0.0685920577617328
5e1979350000000001000304,648540e70000000011011e8b,10,06-11,460,44,131.0,1662.0,0.0788206979542719
5e60f1df000000000100a0b6,662fa2f8000000001e031a9b,17,05-05,64,26,146.0,1487.0,0.0981842636180228
5e60f1df000000000100a0b6,662fa2f8000000001e031a9b,17,05-05,64,26,146.0,1487.0,0.0981842636180228
598f16d96a6a697233cf55b5,64b7a770000000001c0195e2,5,07-20,348,244,32.0,1905.0,0.0167979002624671
57640f416a6a69300be41e31,6630b2f4000000001e02d11a,10,04-30,10,10,200.0,3936.0,0.0508130081300813
5e60e721000000000100771f,66174a69000000001a0107df,14,04-11,298,158,187.0,3936.0,0.047510162601626
63e9ebb600000000260112e7,66625401000000000f00e9d9,3,06-07,2734,801,63.0,1662.0,0.0379061371841155
5b6b9854f7e8b91a148aa336,6652c51a00000000050060dc,6,05-26,92,4,47.0,1487.0,0.0316072629455279
5f0e7aeb000000000101d59e,6661a779000000000f00fdb3,16,06-06,364,173,34.0,1662.0,0.0204572803850782
5f0e7aeb000000000101d59e,6661a779000000000f00fdb3,16,06-06,364,173,34.0,1662.0,0.0204572803850782
592c72be50c4b47b345a70f0,664c9bfc0000000014018068,1,05-21,96,13,15.0,1487.0,0.0100874243443174
5c17274b0000000005004762,665804ea00000000160123a7,5,05-30,269,116,36.0,1487.0,0.0242098184263618
5daf230d0000000001009946,6512572c000000002202b04d,10,09-26,1265,131,153.0,3023.0,0.0506119748594111
5cee62e9000000001601aec8,664c581b0000000015009010,13,05-25,4772,475,63.0,1487.0,0.0423671822461331
5cee62e9000000001601aec8,664c581b0000000015009010,13,05-25,4772,475,63.0,1487.0,0.0423671822461331
61eff0ac0000000010007090,660a77c1000000001b00860f,4,04-07,1000,10,300.0,3936.0,0.0762195121951219
61eff0ac0000000010007090,660a77c1000000001b00860f,4,04-07,1323,484,300.0,3936.0,0.0762195121951219
5f4c99eb0000000001005b17,65c5af72000000002c03c690,0,02-09,4081,2355,329.0,5853.0,0.0562104903468306
5cb5b2480000000017015acf,663cd796000000001e03b5f1,12,05-09,137,17,55.0,1487.0,0.0369872225958305
5847e03f6a6a6974edfc065e,66455933000000001e026e64,15,05-16,196,73,37.0,1487.0,0.0248823133826496
5d10edaa000000001101e718,65f2e02b00000000120344fd,6,03-24,10,8,579.0,8672.0,0.0667666051660516
617fb2900000000010007cda,660250d200000000130266de,8,03-26,642,88,159.0,8672.0,0.0183348708487084
5bd97a789333970001407645,65bf57e200000000010318bb,0,02-04,130,68,329.0,5853.0,0.0562104903468306
5c32b1cf000000000603dd87,64a2846f000000001e01ad4e,14,07-03,1613,353,64.0,1905.0,0.0335958005249343
5c566fc4000000001b033058,662f956b000000001e01c366,9,04-30,70,28,274.0,3936.0,0.0696138211382113
5e60e721000000000100771f,65fd7ce7000000000d00e2f7,4,03-22,49,11,775.0,8672.0,0.0893680811808118
5a5e0afb11be1017b83be966,65ed8624000000000d00e106,14,03-10,110,23,460.0,8672.0,0.0530442804428044
5d975024000000000100966b,65ce1b74000000002d001d18,0,02-15,1239,410,329.0,5853.0,0.0562104903468306
5a8ab60a11be10413f558601,65c6dcc8000000002c03c3aa,17,02-10,1173,124,416.0,5853.0,0.0710746625662053
5a19759611be10761d510365,66529d63000000000c01b437,14,05-26,57,16,56.0,1487.0,0.0376597175521183
5c566fc4000000001b033058,6610cb33000000001b00a646,9,04-15,79,28,274.0,3936.0,0.0696138211382113
5aa3c4b04eacab3f6561dd70,664feb060000000005007f20,15,05-24,89,38,37.0,1487.0,0.0248823133826496
5cc2058b0000000011004f19,6619e315000000001a014140,13,04-13,104,9,90.0,3936.0,0.0228658536585365
5cc2058b0000000011004f19,6619e315000000001a014140,13,04-13,104,9,90.0,3936.0,0.0228658536585365
5979953e6a6a69531719d4eb,6598c773000000001101983d,11,01-06,96,22,202.0,4745.0,0.0425711275026343
61eff0ac0000000010007090,665985e1000000001303dd58,17,05-31,175,51,146.0,1487.0,0.0981842636180228
61eff0ac0000000010007090,665985e1000000001303dd58,17,05-31,175,52,146.0,1487.0,0.0981842636180228
58a1c839a9b2ed49d81f483b,665d41f90000000015012c15,4,06-03,637,94,114.0,1662.0,0.0685920577617328
566d02747c5bb80c23c11f91,665286a90000000015009412,6,05-26,70,12,47.0,1487.0,0.0316072629455279
566d02747c5bb80c23c11f91,665286a90000000015009412,6,05-26,10,10,47.0,1487.0,0.0316072629455279
5eb026ae0000000001007623,6651373e0000000015009a5d,12,05-25,101,62,55.0,1487.0,0.0369872225958305
5870687f50c4b44ba361428b,659f539d000000001d0300ba,15,01-11,179,68,146.0,4745.0,0.0307692307692307
592c72be50c4b47b345a70f0,663c94a4000000001e03a743,1,05-09,145,69,15.0,1487.0,0.0100874243443174
592c72be50c4b47b345a70f0,663c94a4000000001e03a743,1,05-09,10,10,15.0,1487.0,0.0100874243443174
5fcf1b4f0000000001008163,66101ddc000000001a01509b,0,04-05,360,163,262.0,3936.0,0.0665650406504065
5bd97a789333970001407645,66224820000000001c006ea7,9,04-19,10,10,274.0,3936.0,0.0696138211382113
5daf230d0000000001009946,649c05580000000013033632,10,06-28,319,33,131.0,1662.0,0.0788206979542719
5b7d32c3408dd0000133df33,662f30fd000000001c00a73b,17,04-29,3153,296,216.0,3936.0,0.0548780487804878
5b7d32c3408dd0000133df33,662f30fd000000001c00a73b,17,04-29,3153,296,216.0,3936.0,0.0548780487804878
617fb2900000000010007cda,6613be3a000000000401bf0b,8,04-08,155,31,120.0,3936.0,0.0304878048780487
5cc2058b0000000011004f19,65c2d727000000002c0363f3,11,02-07,266,37,146.0,5853.0,0.0249444729198701
5979953e6a6a69531719d4eb,65cda2b7000000000b00fc9f,6,02-15,27,10,424.0,5853.0,0.0724414830001708
5979953e6a6a69531719d4eb,65cda2b7000000000b00fc9f,6,02-15,27,10,424.0,5853.0,0.0724414830001708
61eff0ac0000000010007090,65b60f4d000000001100868b,17,01-28,10,10,384.0,4745.0,0.0809272918861959
578dafa750c4b47e61b396d7,66310445000000001e021417,15,05-14,134,15,37.0,1487.0,0.0248823133826496
5d10edaa000000001101e718,649d4b660000000007039bb8,17,06-29,188,18,174.0,1662.0,0.1046931407942238
5bd97a789333970001407645,6632203c000000001e01c55b,13,05-01,178,32,63.0,1487.0,0.0423671822461331
59b09e6cb1da1465bbe59b4e,664a236000000000160113ca,0,05-20,1280,373,71.0,1487.0,0.0477471418964357
59b09e6cb1da1465bbe59b4e,66602cc1000000000e031c18,15,06-05,48,12,48.0,1662.0,0.0288808664259927
5d975024000000000100966b,663f7e2f000000001e038bc6,8,05-11,876,472,91.0,1487.0,0.0611970410221923
5d440885000000001003fb73,663afe1a000000001e02472a,6,05-08,595,203,47.0,1487.0,0.0316072629455279
5d440885000000001003fb73,663afe1a000000001e02472a,6,05-08,596,203,47.0,1487.0,0.0316072629455279
5a5e0afb11be1017b83be966,660951b6000000001a00e0d0,10,03-31,321,48,440.0,8672.0,0.0507380073800738
5a5e0afb11be1017b83be966,660951b6000000001a00e0d0,10,03-31,10,10,440.0,8672.0,0.0507380073800738
5e60e721000000000100771f,65ea65330000000003036904,19,03-08,737,218,502.0,8672.0,0.0578874538745387
595523f682ec391fe9ffbe02,665abf06000000001401ba91,6,06-01,10,10,61.0,1662.0,0.0367027677496991
5f0e7aeb000000000101d59e,64905b4f0000000013008e20,19,06-19,865,553,89.0,1662.0,0.0535499398315282
5aa3c4b04eacab3f6561dd70,66304559000000001e037e37,15,04-30,23,8,214.0,3936.0,0.0543699186991869
5979953e6a6a69531719d4eb,664dafdb00000000150095cc,4,05-22,402,89,103.0,1487.0,0.0692669804976462
5aa3c4b04eacab3f6561dd70,665edba80000000006004dd3,3,06-04,12,5,63.0,1662.0,0.0379061371841155
5f4c99eb0000000001005b17,66277cf5000000000401b0ad,0,04-23,1248,457,262.0,3936.0,0.0665650406504065
59b09e6cb1da1465bbe59b4e,666b07a7000000000d00cf58,0,06-13,629,192,74.0,1662.0,0.0445246690734055
5979953e6a6a69531719d4eb,6639ed8f000000001e023582,4,05-07,496,84,103.0,1487.0,0.0692669804976462
5979953e6a6a69531719d4eb,6639ed8f000000001e023582,4,05-07,496,84,103.0,1487.0,0.0692669804976462
5cc2058b0000000011004f19,6611ee66000000001a0123c3,5,04-07,138,25,102.0,3936.0,0.0259146341463414
5cc2058b0000000011004f19,6611ee66000000001a0123c3,5,04-07,138,24,102.0,3936.0,0.0259146341463414
5979953e6a6a69531719d4eb,6598c773000000001101983d,4,01-06,96,22,384.0,4745.0,0.0809272918861959
592c72be50c4b47b345a70f0,664f403e00000000160127b4,1,05-23,403,94,15.0,1487.0,0.0100874243443174
5d440885000000001003fb73,66272fbe000000000d033b40,15,04-23,72,40,214.0,3936.0,0.0543699186991869
5d440885000000001003fb73,66272fbe000000000d033b40,15,04-23,10,10,214.0,3936.0,0.0543699186991869
5cb5b2480000000017015acf,65d1c8c100000000070257bd,12,02-21,63,39,165.0,5853.0,0.0281906714505381
6213b096000000001000db1a,66666f4a00000000060054e3,17,06-10,2175,374,174.0,1662.0,0.1046931407942238
6213b096000000001000db1a,66666f4a00000000060054e3,17,06-10,1000,10,174.0,1662.0,0.1046931407942238
5c17274b0000000005004762,65d2c1180000000007024a26,11,02-19,370,244,146.0,5853.0,0.0249444729198701
5a9c2131e8ac2b202f6954a2,664427fd000000001e01ed51,18,05-15,10,10,64.0,1487.0,0.0430396772024209
56e4273e1c07df0bc302b5c4,64f472cb000000001e032744,8,09-05,377,139,156.0,3023.0,0.0516043665233212
5d440885000000001003fb73,664f2d670000000015011a39,15,05-23,10,10,37.0,1487.0,0.0248823133826496
5d440885000000001003fb73,664f2d670000000015011a39,15,05-23,111,54,37.0,1487.0,0.0248823133826496
5a412125e8ac2b1cf0ba046b,6598e5ac0000000011018b52,4,01-08,172,81,384.0,4745.0,0.0809272918861959
59b09e6cb1da1465bbe59b4e,66609898000000000d00f1f5,0,06-06,394,98,74.0,1662.0,0.0445246690734055
556cf0afa75c952ced7c7fd7,65eb37bc000000000b021d62,10,03-09,274,61,440.0,8672.0,0.0507380073800738
5a8ab60a11be10413f558601,64a3e30b000000001e0120b8,19,07-04,139,14,113.0,1905.0,0.0593175853018372
5bc7fce62d9b750001ac98e0,64d0bd61000000001201edd0,12,08-09,249,22,122.0,2513.0,0.0485475527258257
5c17274b0000000005004762,65016df8000000001f0064d1,11,09-13,583,279,91.0,3023.0,0.030102547138604
5c0cf8cc000000000602127a,65bf69b70000000011004732,8,02-05,7130,556,132.0,5853.0,0.0225525371604305
5c0cf8cc000000000602127a,65bf69b70000000011004732,8,02-05,7130,556,132.0,5853.0,0.0225525371604305
55ba37e567bc652d2acdc72d,64e257bb000000001700fb4a,3,08-29,10,10,108.0,2513.0,0.0429765220851571
6213b096000000001000db1a,64911c7b000000001300b040,19,06-20,162,51,89.0,1662.0,0.0535499398315282
5d975024000000000100966b,66063656000000001a00e144,14,03-29,69,12,460.0,8672.0,0.0530442804428044
61f2192900000000100070b8,65f3b822000000000d00d171,13,03-16,204,31,335.0,8672.0,0.038630073800738
6213b096000000001000db1a,6608d532000000001a012e09,17,03-31,362,87,487.0,8672.0,0.0561577490774907
54c7a018b4c4d6163d68920a,662b17190000000001031b76,15,04-26,148,41,214.0,3936.0,0.0543699186991869
5e60e721000000000100771f,648bc62f000000001203e847,6,06-16,29,21,61.0,1662.0,0.0367027677496991
598f16d96a6a697233cf55b5,661cc2e00000000003022d62,5,04-15,262,94,102.0,3936.0,0.0259146341463414
598f16d96a6a697233cf55b5,661cc2e00000000003022d62,5,04-15,262,94,102.0,3936.0,0.0259146341463414
5df0e2f60000000001008fb6,6649c2d2000000000f00e8a9,14,05-19,1194,276,56.0,1487.0,0.0376597175521183
57df3ffc50c4b44f636c3a3a,663c5006000000001e01e2f4,2,05-09,894,364,85.0,1487.0,0.0571620712844653
57df3ffc50c4b44f636c3a3a,663c5006000000001e01e2f4,2,05-09,893,364,85.0,1487.0,0.0571620712844653
61f2192900000000100070b8,65a9e70e000000002b011d62,5,01-19,171,25,122.0,4745.0,0.0257112750263435
56d1ae78aed7581c735d3d67,664a01b40000000014019881,6,05-20,167,77,47.0,1487.0,0.0316072629455279
5979953e6a6a69531719d4eb,65a4b88a000000001000e6c3,6,01-15,125,36,279.0,4745.0,0.0587987355110642
5e60e721000000000100771f,6499b4c00000000013010b88,9,06-26,149,45,95.0,1662.0,0.0571600481347773
58a1c839a9b2ed49d81f483b,65919447000000001000f120,6,01-01,46,10,279.0,4745.0,0.0587987355110642
5c32b1cf000000000603dd87,660a391c000000000401b23f,14,04-01,809,155,187.0,3936.0,0.047510162601626
5fcf1b4f0000000001008163,65d226b40000000007006cf4,9,02-18,1185,521,359.0,5853.0,0.0613360669742012
5bd97a789333970001407645,6484638c00000000130037fc,7,06-10,272,116,84.0,1662.0,0.0505415162454873
5a5e0afb11be1017b83be966,64cf97be000000000b029a2f,10,08-07,303,89,154.0,2513.0,0.0612813370473537
5cc2058b0000000011004f19,65e52c0000000000040029bb,13,03-04,644,278,335.0,8672.0,0.038630073800738
5cc2058b0000000011004f19,65e52c0000000000040029bb,13,03-04,644,278,335.0,8672.0,0.038630073800738
5f4c99eb0000000001005b17,662e175b00000000010075af,0,04-28,132696,116727,262.0,3936.0,0.0665650406504065
5a412125e8ac2b1cf0ba046b,664c6058000000000c01890d,14,05-21,146,86,56.0,1487.0,0.0376597175521183
5a412125e8ac2b1cf0ba046b,664c6058000000000c01890d,14,05-21,146,86,56.0,1487.0,0.0376597175521183
57df3ffc50c4b44f636c3a3a,650d128e000000001e00d642,2,09-22,240,76,105.0,3023.0,0.0347337082368508
59b09e6cb1da1465bbe59b4e,664dbd9f000000001601384a,3,05-22,1789,492,47.0,1487.0,0.0316072629455279
5bc7fce62d9b750001ac98e0,65d85f2e0000000007027786,12,02-23,398,193,165.0,5853.0,0.0281906714505381
5bc7fce62d9b750001ac98e0,65d85f2e0000000007027786,12,02-23,397,192,165.0,5853.0,0.0281906714505381
5cc2058b0000000011004f19,6642b2c6000000001e031a02,13,05-14,3154,336,63.0,1487.0,0.0423671822461331
5cc2058b0000000011004f19,6642b2c6000000001e031a02,13,05-14,3154,336,63.0,1487.0,0.0423671822461331
5cc2058b0000000011004f19,6642b2c6000000001e031a02,13,05-14,3154,336,63.0,1487.0,0.0423671822461331
5cc2058b0000000011004f19,6642b2c6000000001e031a02,13,05-14,3154,336,63.0,1487.0,0.0423671822461331
5a5e0afb11be1017b83be966,65e5bc1e0000000004001e45,6,03-04,173,78,579.0,8672.0,0.0667666051660516
5a5e0afb11be1017b83be966,65e5bc1e0000000004001e45,6,03-04,173,78,579.0,8672.0,0.0667666051660516
5a5e0afb11be1017b83be966,65e5bc1e0000000004001e45,6,03-04,10,10,579.0,8672.0,0.0667666051660516
5df0e2f60000000001008fb6,6649c2d2000000000f00e8a9,16,05-19,1194,276,19.0,1487.0,0.0127774041694687
5f0e7aeb000000000101d59e,648f147d0000000027011abf,19,08-03,9320,6020,131.0,2513.0,0.0521289295662554
5aeafe47e8ac2b1705f28619,664ac61c000000000c019adc,19,05-20,1187,184,85.0,1487.0,0.0571620712844653
617fb2900000000010007cda,662b49b9000000001c0082db,15,04-26,240,32,214.0,3936.0,0.0543699186991869
5c566fc4000000001b033058,6607e6cd000000001b012bd7,17,03-30,1000,10,487.0,8672.0,0.0561577490774907
616516e4000000000201fadf,66540aa70000000005006936,17,05-27,277,65,146.0,1487.0,0.0981842636180228
616516e4000000000201fadf,66540aa70000000005006936,17,05-27,278,64,146.0,1487.0,0.0981842636180228
5cb5b2480000000017015acf,65bb9eec000000002b03ef49,12,02-01,134,17,165.0,5853.0,0.0281906714505381
5979953e6a6a69531719d4eb,665061de000000000c01b93e,6,05-24,121,22,47.0,1487.0,0.0316072629455279
5657fe6082ec392034a6fafa,6642e6aa000000001e0318ae,18,05-14,254,115,64.0,1487.0,0.0430396772024209
61f2192900000000100070b8,659cb432000000001e00a6d1,5,01-09,448,101,122.0,4745.0,0.0257112750263435
56f696a584edcd3316cf99f8,662ba7a800000000010051dc,6,04-29,666,222,248.0,3936.0,0.0630081300813008
5aa3c4b04eacab3f6561dd70,64990e05000000001300b417,15,06-26,32,20,48.0,1662.0,0.0288808664259927
5a2e06674eacab5518482693,666a463100000000060040c3,0,06-13,69,22,74.0,1662.0,0.0445246690734055
5d975024000000000100966b,64dcc03d000000000a01ae44,10,08-16,53,11,154.0,2513.0,0.0612813370473537
5bd97a789333970001407645,64d9ffd2000000001700fd04,9,08-14,10,10,281.0,2513.0,0.1118185435734182
5f0e7aeb000000000101d59e,64b546fc000000002301f3dc,16,07-17,985,603,17.0,1905.0,0.0089238845144356
5c566fc4000000001b033058,663788b3000000001e022216,17,05-06,123,32,146.0,1487.0,0.0981842636180228
5c566fc4000000001b033058,663788b3000000001e022216,17,05-06,123,32,146.0,1487.0,0.0981842636180228
55cc19575894463c139a42e6,6656ab3600000000050078ce,4,05-31,1484,735,103.0,1487.0,0.0692669804976462
6213b096000000001000db1a,6608d532000000001a012e09,4,03-31,362,87,775.0,8672.0,0.0893680811808118
5a5e0afb11be1017b83be966,6660336c0000000006004dad,14,06-05,10,10,61.0,1662.0,0.0367027677496991
5a5e0afb11be1017b83be966,6660336c0000000006004dad,14,06-05,652,181,61.0,1662.0,0.0367027677496991
5a5e0afb11be1017b83be966,6660336c0000000006004dad,14,06-05,652,181,61.0,1662.0,0.0367027677496991
5cc2058b0000000011004f19,66274be00000000001032f56,9,04-23,311,33,274.0,3936.0,0.0696138211382113
5cc2058b0000000011004f19,66274be00000000001032f56,9,04-23,311,33,274.0,3936.0,0.0696138211382113
5cc2058b0000000011004f19,66274be00000000001032f56,9,04-23,310,33,274.0,3936.0,0.0696138211382113
56e4273e1c07df0bc302b5c4,65bb2ad8000000000a030f83,8,02-01,279,98,132.0,5853.0,0.0225525371604305
592c72be50c4b47b345a70f0,6659543c0000000014018399,1,05-31,272,59,15.0,1487.0,0.0100874243443174
592c72be50c4b47b345a70f0,6659543c0000000014018399,1,05-31,272,59,15.0,1487.0,0.0100874243443174
5f9e1618000000000101ce79,65f5bd32000000001203ee6a,0,03-17,10,10,548.0,8672.0,0.0631918819188191
5fcf1b4f0000000001008163,65fb051b0000000012020148,14,03-20,10,10,460.0,8672.0,0.0530442804428044
5c17274b0000000005004762,64e58e4e0000000012018d0c,11,08-24,274,176,78.0,2513.0,0.0310385992837246
5d2f50690000000010032db0,660d6258000000001b0122f5,3,04-03,847,290,146.0,3936.0,0.0370934959349593
5e60e721000000000100771f,65f62e54000000001203db6a,4,03-17,214,66,775.0,8672.0,0.0893680811808118
55ba37e567bc652d2acdc72d,64da60f0000000000800cbcc,3,08-15,10,10,108.0,2513.0,0.0429765220851571
5df0e2f60000000001008fb6,665da4bf0000000015011bbf,14,06-03,165,32,61.0,1662.0,0.0367027677496991
