Epoch [1/10], Loss: 1.5511166707803072
Epoch [2/10], Loss: 1.1154467181725936
Epoch [3/10], Loss: 1.1087303204969927
Epoch [4/10], Loss: 1.095602082122456
Epoch [5/10], Loss: 1.0932216882705688
Epoch [6/10], Loss: 1.0929197376424615
Epoch [7/10], Loss: 1.0925756291909652
Epoch [8/10], Loss: 1.0919153083454478
Epoch [9/10], Loss: 1.094588776068254
Epoch [10/10], Loss: 1.090393019806255
10], Loss: 0.0002175358983916426
